epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,55.9251,1.7509,1.46971,1.95915,0.64958,0.5584,0.60833,0.40011,2.31827,1.80416,2.44596,0.000523586,0.000523586,0.000523586
130,56.3217,1.66113,1.45332,1.92658,0.64571,0.5672,0.58655,0.37135,2.33365,1.8668,2.47754,0.000516512,0.000516512,0.000516512
131,56.7252,1.69578,1.43387,1.93226,0.65365,0.57814,0.57736,0.38288,2.26736,1.82866,2.43948,0.000509438,0.000509438,0.000509438
132,57.1269,1.66975,1.4632,1.93896,0.62582,0.64206,0.60098,0.40515,2.21373,1.84503,2.41194,0.000502365,0.000502365,0.000502365
133,57.5349,1.67534,1.4437,1.95448,0.62802,0.65655,0.60928,0.41678,2.25803,1.80074,2.44664,0.000495291,0.000495291,0.000495291
134,57.9483,1.59003,1.35694,1.90059,0.54822,0.663,0.58287,0.401,2.2883,1.8364,2.46375,0.000488218,0.000488218,0.000488218
135,58.3544,1.63216,1.36616,1.89488,0.67279,0.59813,0.60387,0.40871,2.31632,1.85696,2.46044,0.000481144,0.000481144,0.000481144
136,58.7736,1.60977,1.36549,1.90901,0.63155,0.59673,0.62889,0.43056,2.28701,1.82741,2.45766,0.000474071,0.000474071,0.000474071
137,59.4628,1.68764,1.42635,1.96167,0.74987,0.59507,0.63932,0.4377,2.26018,1.74268,2.4568,0.000466997,0.000466997,0.000466997
138,59.8938,1.72091,1.41621,1.89615,0.75357,0.60178,0.66572,0.4376,2.28962,1.71707,2.4605,0.000459924,0.000459924,0.000459924
139,60.3125,1.64399,1.38113,1.92323,0.6811,0.64023,0.64105,0.44127,2.2751,1.7322,2.43735,0.00045285,0.00045285,0.00045285
140,60.7405,1.72567,1.47716,1.97538,0.63406,0.65076,0.64803,0.45662,2.27486,1.78642,2.44644,0.000445777,0.000445777,0.000445777
141,61.1532,1.73016,1.47182,1.91924,0.62337,0.67082,0.63878,0.45388,2.25705,1.8732,2.40773,0.000438703,0.000438703,0.000438703
